elevation,latitude,longitude,precipitation,pressure,soil_moisture,temperature,wind_speed,humidity,precip_3day_avg,precip_7day_avg,temp_3day_avg,soil_3day_avg,month,is_monsoon,water_area_change,water_area_pct_change,days_since_last_flood,flood_event
,,,6.98,102668.3,0.1942,28.34,0.54,34.85,6.15,4.35,28.8,0.2137,8,1,,,,0
,,,238.03,99217.6,0.8457,34.61,4.97,89.03,156.68,89.11,34.32,0.8269,5,0,,,,1
,,,21.37,101336.2,0.2911,18.58,3.49,63.12,15.89,9.75,19.92,0.3025,10,0,,,,0
,,,198.56,99694.2,0.7447,33.7,5.73,87.82,123.11,73.13,32.62,0.7455,2,0,,,,1
,,,2.28,102076.7,0.0975,22.11,0.73,20.0,1.4,1.15,20.92,0.0907,3,0,,,,0
109.1929732,26.24925128,68.0,0.675104451,98770.49358,0.416937835,27.50825284,3.229620038,88.89352942,1.091652647,0.500769527,27.67739426,0.40425906,7,1,-227.2777499,-0.725606449,3.0,0
,,,18.22,101113.3,0.2615,31.36,2.86,44.49,11.98,9.83,30.99,0.2486,10,0,,,,0
,,,331.45,98512.3,0.8952,26.3,8.75,96.85,221.48,174.02,27.18,0.8833,8,1,,,,1
,,,243.96,98886.8,0.7972,33.22,7.28,89.57,152.44,97.5,34.84,0.7742,7,1,,,,1
109.1929732,26.24925128,68.0,0.000160937,100584.4815,0.086665903,15.77333689,0.689869311,52.75590826,5.36e-05,0.000114315,14.93415579,0.086951571,1,0,-82.64018915,-0.98600024,11.0,0
,,,241.01,98991.3,0.8018,33.18,4.66,91.7,140.86,97.24,33.23,0.7733,7,1,,,,1
,,,20.86,101345.5,0.2462,19.56,2.94,54.16,17.41,13.98,20.81,0.2297,6,1,,,,0
109.1929732,26.24925128,68.0,0.004691234,98557.88584,0.105969311,33.66672921,5.310808257,52.38203745,0.003664668,0.032773135,33.62595684,0.121433421,6,1,-136.8276206,-0.498706726,7.0,0
,,,24.82,100500.0,0.2852,21.47,1.81,63.59,20.0,13.75,22.0,0.2786,8,1,,,,0
,,,109.64,100174.6,0.6016,28.93,3.57,77.01,90.56,55.85,28.38,0.5769,6,1,,,,1
,,,334.76,98000.0,0.95,23.1,8.83,95.17,205.62,172.99,25.02,0.9295,9,1,,,,1
,,,283.77,98612.2,0.8829,21.18,9.75,92.91,197.25,161.48,19.55,0.8852,6,1,,,,1
,,,271.68,98452.7,0.809,20.44,9.72,91.23,196.87,110.63,19.43,0.8146,8,1,,,,1
,,,17.92,101655.8,0.2533,25.99,1.52,49.68,9.53,8.29,24.12,0.2486,10,0,,,,0
,,,28.88,100500.0,0.35,32.38,3.36,70.0,20.0,11.43,31.05,0.3476,6,1,,,,0
,,,14.78,101464.2,0.1752,28.2,0.92,42.7,9.72,6.57,28.63,0.1718,8,1,,,,0
,,,20.26,100762.1,0.2427,21.99,2.92,54.06,15.91,11.68,20.02,0.2375,5,0,,,,0
,,,22.93,100698.6,0.285,27.09,3.37,59.3,13.98,7.9,25.48,0.2731,1,0,,,,0
,,,17.39,101302.1,0.239,28.27,1.88,50.36,14.19,7.88,28.39,0.2339,9,1,,,,0
109.1929732,26.24925128,68.0,2.14e-05,98242.87592,0.084837945,34.05453025,4.832098491,53.16584028,0.000658055,0.005876922,34.12539761,0.084870444,7,1,822.5099596,0.995619199,0.0,1
109.1929732,26.24925128,68.0,0.000243777,99367.83715,0.090187952,32.26625724,1.523911041,30.27136994,0.011181495,0.011581912,31.82184039,0.094009655,5,0,409.6195981,0.998761792,0.0,1
,,,8.42,101308.1,0.1409,31.85,0.25,30.94,4.98,2.97,32.83,0.1602,1,0,,,,0
,,,26.84,100527.6,0.2992,32.42,3.71,60.83,20.0,15.0,33.84,0.308,9,1,,,,0
,,,151.76,99934.9,0.6745,28.05,4.52,82.35,109.64,78.67,29.4,0.7032,6,1,,,,1
,,,7.38,102134.6,0.12,20.19,0.66,33.24,6.46,3.64,18.57,0.1047,11,0,,,,0
,,,17.76,101161.4,0.2435,19.05,3.8,51.8,10.12,5.94,20.56,0.2307,2,0,,,,0
,,,90.77,100500.0,0.6439,27.38,3.9,75.0,69.66,55.74,27.79,0.6581,8,1,,,,1
109.1929732,26.24925128,68.0,0.808487452,99151.51068,0.403356429,27.81938562,1.727208739,85.03880174,0.66337187,0.754041539,27.42937137,0.406989564,7,1,-177.9003322,-0.225121362,1.0,0
,,,26.44,100837.9,0.3203,19.3,3.55,56.0,20.0,15.0,20.07,0.3322,9,1,,,,0
,,,186.89,99180.3,0.7582,33.31,3.2,82.37,157.9,111.46,33.48,0.7616,1,0,,,,1
,,,105.64,100236.7,0.616,22.75,3.45,76.72,74.93,46.59,20.98,0.5989,9,1,,,,1
,,,162.41,99825.3,0.7483,32.62,4.44,78.67,127.05,75.16,32.87,0.7507,7,1,,,,1
,,,2.97,102060.6,0.0811,31.97,0.0,29.39,2.58,1.58,31.38,0.0618,9,1,,,,0
109.1929732,26.24925128,68.0,0.000455818,100573.1272,0.095978718,12.77451548,2.824545771,39.49579646,0.000189807,0.004146662,13.1053904,0.097686107,1,0,-184.6710831,-0.281383689,2.0,0
,,,4.64,102089.8,0.0975,23.14,0.0,27.99,2.84,1.79,23.06,0.1036,8,1,,,,0
,,,100.4,100388.9,0.6426,28.17,6.44,75.0,83.98,57.02,28.99,0.6549,12,0,,,,1
,,,319.26,98698.8,0.8849,24.09,11.97,100.0,207.27,118.52,24.92,0.8701,6,1,,,,1
109.1929732,26.24925128,68.0,0.495588062,100190.6497,0.316230618,15.42683273,1.405642878,85.01278245,0.349893765,0.368373231,15.31059146,0.319890798,1,0,79.29858452,2.454066116,4.0,0
,,,319.35,98280.0,0.8815,25.58,6.93,96.76,244.75,180.0,26.73,0.8551,6,1,,,,1
,,,81.32,100500.0,0.6,34.96,3.0,75.0,50.0,40.0,36.7,0.6142,7,1,,,,1
,,,227.54,98687.9,0.8185,22.61,5.8,95.21,185.65,146.67,23.76,0.8013,5,0,,,,1
,,,87.48,100500.0,0.6154,28.49,3.0,75.0,52.39,40.87,28.1,0.6288,9,1,,,,1
,,,273.49,98610.9,0.8444,31.92,5.4,86.38,226.76,180.0,31.5,0.8613,3,0,,,,1
,,,23.72,100921.9,0.2953,20.98,3.3,60.05,18.54,11.68,21.12,0.3047,1,0,,,,0
109.1929732,26.24925128,68.0,0.0,99521.87968,0.084658367,28.10416903,1.398402427,37.33151938,0.000251617,0.000268294,28.42181972,0.08474346,3,0,-90.24814161,-0.495979776,7.0,0
,,,227.13,99119.8,0.7891,27.07,5.63,90.35,186.06,156.69,26.28,0.8136,9,1,,,,1
109.1929732,26.24925128,68.0,8.54e-05,99220.1393,0.083754653,35.80341504,2.654077061,23.9577563,0.000706735,0.01128734,34.3283084,0.08389451,5,0,-200.2730713,-0.674033081,4.0,0
,,,16.2,101560.9,0.2242,35.19,1.22,50.25,9.66,6.36,36.79,0.2121,6,1,,,,0
,,,203.74,99571.9,0.7731,34.8,4.59,79.2,147.51,109.99,33.82,0.7759,12,0,,,,1
,,,241.38,99151.8,0.7746,20.64,5.22,92.52,161.19,116.03,21.17,0.801,7,1,,,,1
,,,14.14,101250.3,0.176,30.92,0.65,46.73,10.25,7.98,29.34,0.1731,3,0,,,,0
,,,24.84,100599.6,0.3114,25.97,1.66,62.18,17.07,12.4,24.11,0.3192,8,1,,,,0
,,,0.41,102566.1,0.08,35.08,0.06,20.0,0.28,0.23,33.95,0.0605,7,1,,,,0
109.1929732,26.24925128,68.0,0.005972058,98870.15965,0.093959188,33.24127956,2.377004086,55.47611539,0.013167141,0.00836919,33.36586255,0.091471287,9,1,72.3161035,0.100552913,0.0,1
,,,84.63,100058.8,0.6,21.14,3.0,76.53,57.42,45.25,19.84,0.5898,9,1,,,,1
,,,2.68,102077.1,0.1013,19.9,1.25,28.44,1.55,1.0,21.1,0.0895,3,0,,,,0
,,,209.38,99384.9,0.8203,28.26,4.31,89.73,148.62,112.46,26.43,0.8319,9,1,,,,1
109.1929732,26.24925128,68.0,0.0,98604.29262,0.080984816,39.16009573,3.542119696,25.71584767,0.0015716,0.001753946,38.56086796,0.081202283,5,0,-180.5768735,-0.152981337,0.0,1
,,,263.6,99025.2,0.8265,23.22,9.29,93.4,195.92,156.15,22.44,0.8104,8,1,,,,1
,,,326.29,98000.0,0.95,24.15,8.82,96.46,250.0,147.81,23.93,0.9495,7,1,,,,1
,,,7.86,101852.2,0.1797,32.13,1.3,41.14,4.37,3.76,33.31,0.1649,4,0,,,,0
,,,23.77,100500.0,0.3203,29.35,2.5,52.93,13.89,9.6,31.22,0.3182,11,0,,,,0
,,,346.11,98130.9,0.95,28.56,8.08,98.37,250.0,180.0,27.72,0.9238,9,1,,,,1
,,,11.24,101540.4,0.1727,36.16,0.75,37.49,6.59,5.29,36.24,0.1552,5,0,,,,0
,,,1.89,102557.2,0.0815,21.71,0.35,21.84,1.21,0.78,19.87,0.0803,2,0,,,,0
109.1929732,26.24925128,68.0,0.000176295,99473.94776,0.098642268,31.52144263,1.044565089,36.84313435,0.001409903,0.01821041,30.63286036,0.104660541,5,0,-142.0826615,-0.99643859,8.0,0
109.1929732,26.24925128,68.0,0.005964744,99334.76844,0.093604421,28.73532729,2.976987642,58.73171317,0.004936162,0.003712515,28.74658337,0.093864554,10,0,1221.612997,1.758246501,0.0,1
,,,4.81,102017.5,0.1733,32.39,1.01,28.15,3.41,2.62,31.33,0.1628,10,0,,,,0
,,,0.91,102136.4,0.0852,24.32,0.07,20.0,0.67,0.57,23.8,0.0695,5,0,,,,0
,,,315.83,98673.6,0.8863,26.26,7.3,95.72,211.83,122.08,25.44,0.8843,7,1,,,,1
109.1929732,26.24925128,68.0,0.0,99102.43612,0.084694858,29.62911915,1.810470146,30.34518478,0.0,0.000220031,29.74521124,0.084718966,3,0,185.6588893,1.690107074,4.0,0
,,,82.58,100024.1,0.6279,32.62,3.48,75.49,54.64,40.0,32.29,0.6221,8,1,,,,1
,,,227.08,99200.6,0.7852,28.07,3.63,91.73,181.92,107.53,28.2,0.7941,5,0,,,,1
,,,180.66,99603.2,0.6723,22.22,7.26,86.55,125.4,95.73,20.58,0.6598,7,1,,,,1
,,,23.0,101263.9,0.3134,27.19,1.97,60.96,16.85,9.46,25.97,0.3029,10,0,,,,0
,,,16.17,101594.9,0.2173,27.08,0.92,57.07,11.25,9.81,25.65,0.2126,10,0,,,,0
,,,1.43,102985.6,0.08,22.53,0.44,23.98,1.06,0.66,20.79,0.0631,11,0,,,,0
,,,224.0,98884.9,0.8229,33.92,4.86,92.98,137.92,102.81,33.01,0.8507,9,1,,,,1
,,,26.39,101120.2,0.2938,21.33,4.14,58.08,13.98,11.04,22.58,0.2854,2,0,,,,0
,,,22.1,101130.2,0.3152,18.47,2.56,60.11,19.65,14.77,19.69,0.3191,1,0,,,,0
,,,109.6,99779.8,0.6255,33.94,4.55,78.48,67.23,53.06,34.22,0.6292,8,1,,,,1
,,,242.18,98280.3,0.742,28.73,6.87,85.13,145.18,113.8,28.95,0.7711,7,1,,,,1
109.1929732,26.24925128,68.0,7.97e-06,99359.02783,0.085891302,27.56215877,4.283544232,39.61909292,1.99e-05,0.001499681,27.44724679,0.086010897,4,0,-11.28764032,-0.013673417,0.0,1
,,,9.81,102207.8,0.2146,26.11,1.44,36.09,7.19,3.84,24.56,0.2185,9,1,,,,0
,,,141.08,100500.0,0.6895,20.0,3.0,77.49,114.09,95.32,20.68,0.67,9,1,,,,1
,,,227.95,99344.7,0.8035,27.26,4.66,82.85,189.82,124.3,25.32,0.7751,6,1,,,,1
,,,291.84,98485.5,0.8724,33.99,6.54,95.33,223.8,148.41,34.42,0.8441,8,1,,,,1
,,,158.61,99305.1,0.738,25.82,4.4,87.12,117.21,66.24,25.26,0.7478,9,1,,,,1
,,,4.06,101578.7,0.1274,33.24,1.0,29.44,2.57,2.14,32.75,0.1105,9,1,,,,0
,,,14.52,101327.5,0.2274,26.15,1.34,41.91,8.44,7.19,24.21,0.2123,10,0,,,,0
109.1929732,26.24925128,68.0,3.02e-05,99852.4587,0.087280777,26.11158967,1.194706815,46.97995406,3.94e-05,4.73e-05,26.45296385,0.087517861,10,0,-186.4309979,-0.966689145,8.0,0
,,,19.8,101769.2,0.2554,22.0,2.83,55.38,17.43,13.55,23.3,0.2445,12,0,,,,0
,,,18.35,100864.0,0.2457,27.41,1.59,52.22,11.99,7.96,26.48,0.2578,9,1,,,,0
,,,3.03,102698.2,0.1277,25.67,0.0,25.12,2.5,1.43,26.85,0.1095,7,1,,,,0
,,,330.97,98241.6,0.9253,32.0,11.77,97.44,197.04,108.84,31.56,0.9237,7,1,,,,1
,,,3.66,102375.4,0.1299,30.57,0.77,23.93,3.01,2.52,29.96,0.1392,8,1,,,,0
,,,14.49,101412.4,0.2065,33.0,2.16,37.59,7.91,4.62,32.73,0.206,1,0,,,,0
,,,310.13,98489.2,0.9188,23.69,5.84,95.69,177.8,114.0,25.4,0.9313,7,1,,,,1
,,,20.96,101899.0,0.2808,18.76,2.34,52.85,14.73,9.74,16.81,0.2848,9,1,,,,0
,,,26.11,100788.9,0.3092,23.34,3.44,66.92,20.0,15.0,25.26,0.3172,1,0,,,,0
,,,327.35,98572.0,0.9461,22.29,8.33,98.37,250.0,168.93,20.62,0.9312,9,1,,,,1
,,,22.03,101148.6,0.2741,25.79,0.88,56.59,15.85,11.12,27.32,0.262,7,1,,,,0
,,,1.6,101974.9,0.0838,30.71,0.45,22.44,1.37,1.21,32.27,0.0888,7,1,,,,0
,,,318.31,98553.9,0.9128,22.5,6.64,90.76,216.74,134.82,24.08,0.9426,11,0,,,,1
109.1929732,26.24925128,68.0,0.402723166,98289.26266,0.093014025,34.24379283,2.235663989,57.18122967,0.139301968,0.061462321,34.86423272,0.087172599,7,1,-236.1399781,-0.409136684,2.0,0
,,,13.28,101727.0,0.2207,19.24,0.28,35.89,7.69,6.44,21.2,0.2155,2,0,,,,0
,,,16.79,101748.3,0.2419,32.29,1.04,49.42,12.81,10.82,32.29,0.2321,6,1,,,,0
,,,82.65,100500.0,0.6262,23.18,3.49,75.0,63.42,49.76,22.69,0.5987,9,1,,,,1
,,,100.58,100367.7,0.6885,24.77,4.46,77.09,67.27,45.56,23.4,0.675,6,1,,,,1
,,,2.55,102739.0,0.12,31.88,0.21,24.25,1.31,0.78,31.96,0.1015,4,0,,,,0
109.1929732,26.24925128,68.0,5.34e-06,100548.1994,0.086016444,19.81561206,2.630704432,62.85386329,1.78e-06,2.2e-06,20.15124454,0.086169017,12,0,-161.6002909,-0.639433967,8.0,0
,,,2.91,102394.0,0.1022,25.04,0.6,20.0,2.57,1.48,26.52,0.104,2,0,,,,0
,,,329.66,98000.0,0.8966,32.46,9.77,93.76,214.71,122.37,33.87,0.8933,8,1,,,,1
,,,253.19,98418.8,0.8301,20.13,5.01,90.26,155.27,98.64,21.48,0.8478,6,1,,,,1
109.1929732,26.24925128,68.0,0.000726677,100103.5822,0.086533729,27.40098296,1.389962074,49.42173625,0.000635488,0.000291041,27.38144489,0.086435482,11,0,171.6814114,0.28086316,0.0,1
109.1929732,26.24925128,68.0,0.030981735,99929.10342,0.087561369,29.17257451,0.946881093,31.36006282,0.013913336,0.006309063,29.67654627,0.085749003,4,0,360.0755586,349.384811,9.0,0
109.1929732,26.24925128,68.0,0.000262702,98935.63816,0.080764328,33.85293928,3.923839158,47.03776131,0.00409689,0.001847003,33.29645878,0.080547704,6,1,-147.4598548,-0.497557675,6.0,0
,,,22.74,100925.5,0.307,35.99,0.55,59.42,17.67,13.17,35.73,0.3227,10,0,,,,0
,,,20.66,101133.0,0.2541,18.44,2.14,52.92,17.41,13.42,17.72,0.2533,10,0,,,,0
,,,307.94,98399.9,0.9003,23.85,11.93,96.02,233.26,175.58,22.27,0.9198,11,0,,,,1
,,,15.98,101779.1,0.2062,36.35,1.99,37.85,8.92,6.29,36.74,0.223,7,1,,,,0
109.1929732,26.24925128,68.0,0.000230734,100765.584,0.085382966,18.4138975,3.039419993,57.3948101,0.000274577,0.000163339,18.53689914,0.085384487,12,0,147.4165536,2.130329115,8.0,0
109.1929732,26.24925128,68.0,0.000104368,99227.39522,0.087705309,33.5018371,5.069713641,45.91019972,0.000474085,0.005009242,34.1839371,0.088840484,5,0,-173.7734141,-0.158901727,0.0,1
,,,245.93,99083.1,0.8561,20.72,7.86,94.96,151.4,120.04,19.16,0.8628,10,0,,,,1
,,,284.94,98653.4,0.8854,24.44,8.46,93.7,238.71,180.0,24.4,0.8899,7,1,,,,1
,,,290.67,98495.3,0.8783,23.05,5.89,88.16,191.81,160.83,21.05,0.8943,7,1,,,,1
109.1929732,26.24925128,68.0,0.0,98847.83667,0.08315496,35.40847034,1.707842679,33.11003298,2.05e-05,0.000130442,34.46581916,0.083279124,5,0,463.5983166,0.998166083,0.0,1
,,,212.79,99448.9,0.7597,25.11,5.4,93.63,139.48,87.18,24.56,0.7393,7,1,,,,1
,,,279.19,98063.2,0.8781,23.94,5.87,94.16,210.12,176.25,23.21,0.8926,6,1,,,,1
,,,235.39,98843.4,0.836,31.81,7.27,88.41,177.9,126.38,33.8,0.8423,11,0,,,,1
109.1929732,26.24925128,68.0,5.34e-06,100548.1994,0.086016444,19.81561206,2.630704432,62.85386329,3.56e-06,1.53e-06,19.85449946,0.086060437,12,0,118.2759255,1.297971351,9.0,0
,,,302.12,98408.5,0.8747,20.0,8.44,97.88,250.0,180.0,18.13,0.865,11,0,,,,1
,,,20.63,101195.4,0.2392,26.42,2.98,57.5,15.8,9.53,26.73,0.2357,11,0,,,,0
,,,10.15,101983.3,0.1885,30.42,0.14,33.88,7.99,6.86,32.16,0.1819,10,0,,,,0
,,,284.48,98926.8,0.9113,25.47,7.53,95.41,162.42,99.23,26.25,0.8915,9,1,,,,1
,,,197.06,99674.9,0.7774,26.92,4.57,86.14,134.91,113.61,26.37,0.7904,7,1,,,,1
,,,348.3,98000.0,0.95,30.16,9.49,100.0,250.0,180.0,31.52,0.9369,4,0,,,,1
,,,311.32,98958.2,0.8693,22.93,7.54,97.1,174.6,126.65,22.44,0.8893,1,0,,,,1
,,,282.89,99037.0,0.8474,21.98,7.31,90.96,170.29,126.86,23.02,0.8683,11,0,,,,1
,,,220.48,99249.2,0.7172,27.07,4.26,86.47,149.2,85.38,26.06,0.7133,9,1,,,,1
,,,169.92,99198.4,0.6844,22.47,6.41,85.37,108.81,91.83,22.45,0.6858,11,0,,,,1
,,,178.12,99941.2,0.6992,21.81,6.4,85.26,116.3,71.33,20.87,0.6722,6,1,,,,1
,,,115.27,99614.0,0.674,34.82,3.2,76.2,71.07,46.82,35.84,0.6892,6,1,,,,1
,,,185.88,99395.6,0.7206,32.45,4.2,87.24,149.43,120.73,32.69,0.7319,7,1,,,,1
,,,2.06,102996.3,0.08,30.17,0.0,21.31,1.83,1.4,28.34,0.0705,8,1,,,,0
,,,6.95,101892.6,0.1217,18.45,0.51,27.59,4.42,3.61,18.43,0.1154,8,1,,,,0
,,,12.99,101340.0,0.1872,26.36,0.88,50.91,9.75,6.24,28.32,0.1941,9,1,,,,0
109.1929732,26.24925128,68.0,0.00367554,99734.27346,0.084881893,27.24588385,1.131189283,31.13542614,0.004549688,0.005235547,26.91902559,0.084924364,3,0,-179.6217787,-0.656889549,4.0,0
,,,154.64,99825.2,0.6495,31.11,4.51,79.62,96.27,77.85,31.3,0.6786,7,1,,,,1
,,,231.42,98978.7,0.7868,30.86,4.65,81.5,174.56,115.65,30.76,0.8166,6,1,,,,1
,,,299.22,98329.6,0.9311,32.7,6.89,97.75,206.85,118.06,30.9,0.9163,10,0,,,,1
,,,255.78,98888.9,0.8262,27.95,10.14,90.88,206.25,171.37,26.24,0.8491,8,1,,,,1
,,,27.0,100500.0,0.3215,27.3,0.7,61.96,20.0,15.0,25.52,0.3202,11,0,,,,0
,,,23.78,100999.0,0.3217,27.56,2.23,58.75,16.13,8.93,28.48,0.3143,2,0,,,,0
,,,18.48,100846.6,0.2606,25.52,2.76,51.22,16.39,13.39,23.72,0.2739,4,0,,,,0
,,,8.57,101828.2,0.1719,18.08,0.54,30.27,5.06,3.92,16.95,0.1522,3,0,,,,0
,,,234.37,99148.9,0.7933,20.0,8.21,90.12,137.93,81.33,21.42,0.7991,9,1,,,,1
,,,102.79,100302.4,0.6,20.25,3.59,79.44,58.08,40.0,19.9,0.5752,6,1,,,,1
,,,196.74,99053.5,0.7796,25.71,6.33,82.85,139.28,108.88,26.03,0.778,6,1,,,,1
109.1929732,26.24925128,68.0,0.0,100118.8675,0.086786125,28.23370716,0.173523358,36.85178463,0.0,0.029726828,28.10626653,0.086967849,11,0,403.7329833,0.596757252,0.0,1
,,,13.35,102197.2,0.1837,31.36,1.98,41.44,11.26,7.58,33.34,0.1708,9,1,,,,0
,,,4.45,102057.8,0.1013,32.26,0.16,25.11,3.39,2.6,33.73,0.1195,7,1,,,,0
,,,139.4,100249.5,0.7177,27.5,3.0,87.88,87.97,71.23,29.48,0.7156,6,1,,,,1
,,,282.6,98729.3,0.8367,33.18,5.73,97.9,232.07,180.0,32.39,0.8647,8,1,,,,1
,,,0.51,102849.6,0.0813,33.31,0.62,24.37,0.3,0.16,31.43,0.083,6,1,,,,0
109.1929732,26.24925128,68.0,0.000125195,100449.4934,0.087172008,21.49127113,2.705354485,58.51745079,0.000643757,0.000596356,23.83415571,0.087104936,11,0,-140.1775717,-0.330526556,6.0,0
,,,143.81,99462.4,0.6633,23.43,3.05,80.71,105.59,88.71,21.83,0.6589,8,1,,,,1
,,,272.17,99170.2,0.8375,27.58,7.62,91.37,170.33,130.22,25.65,0.8536,2,0,,,,1
109.1929732,26.24925128,68.0,2.46e-05,99525.80376,0.08577037,30.89716251,0.850947041,41.97684205,4.36e-05,3.02e-05,30.74464791,0.085788096,10,0,385.9930252,0.621674055,0.0,1
,,,282.25,98912.4,0.8934,28.45,10.24,98.12,165.84,136.14,29.8,0.8816,8,1,,,,1
,,,207.56,99088.1,0.7975,32.62,4.07,89.1,117.55,97.25,30.88,0.8191,9,1,,,,1
,,,20.81,101622.9,0.2839,30.82,2.52,54.8,11.69,7.66,30.56,0.2704,10,0,,,,0
,,,160.94,99628.5,0.7068,28.98,3.89,79.83,100.61,60.43,28.76,0.7329,6,1,,,,1
109.1929732,26.24925128,68.0,0.001336986,99898.01449,0.084452581,27.69131425,3.038088313,48.77353775,0.001090129,0.003371639,28.69776688,0.084439362,3,0,78.46299368,0.110952157,0.0,1
109.1929732,26.24925128,68.0,2.46e-05,100019.7568,0.086041405,22.47193517,1.67396737,56.74069948,0.000403089,0.000413046,23.01105569,0.085971467,12,0,320.1981602,287.7264384,13.0,0
,,,333.66,98000.0,0.92,33.58,8.83,92.57,216.14,119.48,33.5,0.9219,6,1,,,,1
109.1929732,26.24925128,68.0,7.57e-06,100470.6542,0.086988915,13.36061778,1.441613911,48.12258296,9.22e-05,8.95e-05,12.73958356,0.086964826,1,0,-133.8295902,-0.984982725,8.0,0
,,,154.05,100500.0,0.7051,28.65,4.59,84.02,128.3,100.05,27.91,0.7219,2,0,,,,1
,,,21.49,100689.4,0.2852,31.35,1.84,51.25,13.29,11.89,32.53,0.2997,8,1,,,,0
,,,274.93,98460.6,0.8574,25.86,8.04,95.33,157.58,103.59,24.92,0.8742,8,1,,,,1
,,,28.2,100500.0,0.3001,20.53,1.89,65.76,15.9,9.9,21.47,0.3023,11,0,,,,0
,,,19.25,101524.9,0.2975,33.54,2.72,49.14,14.48,9.58,33.37,0.3131,6,1,,,,0
,,,311.35,98248.8,0.9419,25.85,3.4,99.39,182.96,107.98,24.66,0.9398,9,1,,,,1
109.1929732,26.24925128,68.0,0.646129563,98699.43281,0.370398022,28.11128808,5.82224447,82.64392032,0.378461301,0.201755971,30.33455238,0.280206822,8,1,333.3117524,30.2298799,8.0,0
,,,1.66,101537.8,0.0894,26.89,0.2,20.59,1.23,0.93,25.75,0.1052,7,1,,,,0
,,,11.98,101476.4,0.1901,27.15,0.73,47.87,8.91,4.98,27.45,0.1857,5,0,,,,0
,,,280.09,99318.3,0.8441,31.7,4.27,91.47,220.14,126.96,31.59,0.8377,7,1,,,,1
109.1929732,26.24925128,68.0,0.0,100311.0601,0.090271446,19.53893183,3.190248008,61.7492718,0.061049475,0.049850937,20.39178163,0.091632904,11,0,-128.7417878,-0.145917898,1.0,0
,,,232.34,98551.6,0.7835,28.21,9.03,92.24,190.29,130.53,28.7,0.8005,8,1,,,,1
109.1929732,26.24925128,68.0,0.0,100214.6598,0.085132603,26.98207654,1.04560213,29.93786789,0.0,0.000915787,26.26572027,0.085401071,3,0,-172.7236489,-0.179457155,0.0,1
109.1929732,26.24925128,68.0,0.007159555,98490.66958,0.09350341,32.13548642,1.979953137,64.45252654,0.052223363,0.022907185,35.75411458,0.087631414,6,1,472.6976214,407.3781441,8.0,0
,,,0.27,102593.8,0.08,35.24,0.24,21.81,0.21,0.11,33.55,0.0708,7,1,,,,0
,,,28.19,101061.0,0.35,37.64,2.27,62.06,18.67,15.0,38.33,0.3468,9,1,,,,0
,,,180.25,99664.0,0.7887,32.78,3.62,85.25,121.77,87.48,33.37,0.8052,8,1,,,,1
,,,15.49,101737.6,0.1984,32.81,0.5,40.75,10.05,7.21,34.21,0.1964,5,0,,,,0
,,,5.34,102112.2,0.1268,29.36,0.66,30.73,3.21,1.87,29.99,0.109,9,1,,,,0
,,,9.34,102037.4,0.1497,34.76,1.81,32.21,7.25,4.63,33.95,0.1368,3,0,,,,0
,,,127.6,99512.9,0.6679,27.13,4.98,81.45,107.63,73.42,25.39,0.6465,8,1,,,,1
,,,7.86,102283.1,0.1345,36.81,1.37,27.2,5.1,3.45,35.92,0.1324,4,0,,,,0
,,,23.97,100834.5,0.2951,19.39,1.99,54.77,19.09,13.19,18.64,0.2883,2,0,,,,0
,,,245.61,98928.0,0.7786,33.61,8.41,87.59,139.17,87.89,32.91,0.7987,9,1,,,,1
,,,201.79,99457.0,0.7783,21.5,5.11,88.3,155.0,112.6,20.11,0.7954,7,1,,,,1
,,,191.78,98954.9,0.7174,27.53,5.43,80.66,130.54,110.29,28.2,0.7021,11,0,,,,1
,,,1.46,101886.7,0.1249,26.31,0.0,26.1,1.18,0.99,26.12,0.1075,9,1,,,,0
,,,299.0,98022.2,0.8438,28.05,7.89,94.76,227.27,180.0,29.76,0.8699,12,0,,,,1
,,,29.47,100500.0,0.3336,27.89,0.99,68.87,17.61,10.33,29.01,0.3247,6,1,,,,0
,,,24.15,101547.8,0.3323,32.3,2.18,57.48,16.78,13.33,31.15,0.334,3,0,,,,0
,,,3.23,102820.5,0.1213,27.12,0.27,28.98,1.98,1.53,28.68,0.1235,2,0,,,,0
,,,228.02,99235.3,0.7902,31.74,5.64,88.47,158.1,124.28,30.58,0.7765,6,1,,,,1
,,,16.83,101557.3,0.2125,25.56,3.05,52.42,9.03,5.88,27.2,0.1982,5,0,,,,0
,,,15.17,101754.9,0.2421,29.2,1.24,43.63,11.58,6.51,30.84,0.2318,12,0,,,,0
109.1929732,26.24925128,68.0,3.58e-05,99251.97995,0.08240874,36.5444447,3.287052625,18.69167068,1.19e-05,0.000240907,35.83817552,0.082572322,5,0,-192.7145573,-0.289441722,2.0,0
,,,21.37,101014.3,0.2513,18.37,2.6,54.56,18.06,10.39,19.63,0.2659,4,0,,,,0
,,,29.41,100941.6,0.3305,30.91,2.61,65.79,20.0,15.0,29.4,0.3331,7,1,,,,0
,,,212.03,98642.3,0.7529,34.02,7.55,84.98,132.17,106.72,35.63,0.7299,6,1,,,,1
,,,1.14,102191.0,0.0911,20.96,0.97,20.0,0.97,0.68,19.64,0.1013,4,0,,,,0
,,,14.51,102078.3,0.2438,28.96,1.44,44.88,10.1,8.35,28.42,0.2601,2,0,,,,0
