precipitation,pressure,soil_moisture,temperature,wind_speed,humidity,precip_3day_avg,precip_7day_avg,temp_3day_avg,soil_3day_avg,month,is_monsoon,flood_event
28.17,100500.0,0.3215,30.12,4.85,69.74,20.0,12.87,29.6,0.3273,1,0,0
294.95,98604.7,0.7886,22.61,8.64,93.34,186.14,113.48,23.13,0.7701,8,1,1
19.71,101727.4,0.2532,36.74,3.11,54.9,16.3,14.42,38.25,0.2479,4,0,0
171.49,99755.7,0.7083,20.66,4.32,84.5,134.71,88.95,19.53,0.7181,9,1,1
19.3,101077.7,0.2644,27.87,3.61,53.9,16.53,10.39,29.85,0.266,10,0,0
20.26,101122.0,0.2592,37.73,2.56,55.63,13.99,7.41,37.74,0.2457,10,0,0
260.66,98824.3,0.8184,23.38,4.27,89.48,191.07,122.29,22.08,0.792,1,0,1
22.43,101211.8,0.2748,26.88,3.27,59.57,11.65,7.42,27.18,0.2651,12,0,0
23.98,100500.0,0.2977,32.79,1.23,58.29,15.54,10.03,32.99,0.2936,5,0,0
299.95,98413.3,0.8632,29.29,7.03,92.36,231.33,180.0,29.47,0.8715,6,1,1
134.46,99924.8,0.6585,34.32,5.62,80.48,75.54,41.82,32.54,0.6456,6,1,1
188.95,99386.8,0.7356,30.22,7.49,82.59,143.26,104.15,29.05,0.7092,5,0,1
150.23,99343.7,0.6879,30.07,3.55,85.39,94.19,71.61,29.28,0.69,7,1,1
188.83,99407.1,0.7717,30.25,4.95,82.98,139.5,115.63,29.16,0.7483,9,1,1
337.24,98000.0,0.95,33.26,10.92,98.26,240.75,152.89,34.23,0.9217,7,1,1
238.0,98944.6,0.8256,25.39,6.9,84.93,186.43,111.25,25.3,0.8398,7,1,1
14.63,101402.4,0.2052,30.67,1.22,47.66,10.77,7.08,29.36,0.2009,7,1,0
154.36,99601.8,0.6709,25.64,5.18,84.08,104.86,76.89,26.4,0.6553,10,0,1
252.97,98575.2,0.7894,24.61,8.64,89.91,206.59,170.14,26.14,0.7933,6,1,1
5.15,101946.7,0.1618,37.13,0.0,31.64,3.5,2.36,37.11,0.1806,5,0,0
140.12,99867.6,0.6906,26.9,3.4,79.15,90.22,50.1,26.79,0.7056,5,0,1
5.17,102125.9,0.0923,35.37,1.41,32.71,2.89,2.08,36.17,0.1026,8,1,0
160.31,99822.5,0.7121,21.51,4.76,78.41,119.12,71.74,22.1,0.7414,8,1,1
21.65,101597.8,0.2755,36.56,1.63,52.95,13.63,10.08,36.17,0.2651,9,1,0
157.23,99488.6,0.749,29.63,4.27,81.33,107.7,70.97,30.49,0.7289,8,1,1
5.71,101642.3,0.1274,20.39,0.69,29.83,5.14,4.46,21.07,0.1286,10,0,0
314.38,98092.5,0.8668,26.78,8.91,98.53,203.8,120.84,26.66,0.8912,7,1,1
127.47,100015.5,0.7073,30.9,4.79,83.56,99.33,60.74,31.68,0.6979,6,1,1
24.58,101117.6,0.3018,34.17,2.12,56.25,20.0,15.0,33.56,0.3049,12,0,0
28.16,100500.0,0.3008,26.26,3.0,69.75,20.0,15.0,24.89,0.3001,1,0,0
192.88,99520.3,0.744,25.28,3.77,88.73,111.4,88.52,23.37,0.7213,3,0,1
195.57,99130.6,0.786,25.12,6.37,84.65,131.1,101.06,24.57,0.7759,7,1,1
8.32,101889.9,0.1476,25.3,0.73,32.59,6.06,4.37,26.97,0.1438,11,0,0
13.92,100587.5,0.2229,37.2,0.57,39.09,9.8,5.89,36.17,0.2326,11,0,0
29.47,100683.8,0.3457,18.7,4.41,69.03,17.42,13.35,19.92,0.3423,5,0,0
15.05,102143.0,0.2197,28.28,0.74,46.36,12.3,9.84,29.71,0.208,1,0,0
6.98,102668.3,0.1942,28.34,0.54,34.85,6.15,4.35,28.8,0.2137,8,1,0
6.99,102363.7,0.1419,28.93,0.89,30.56,5.15,2.74,29.93,0.1355,12,0,0
17.8,102226.7,0.2187,36.18,1.13,54.16,14.01,10.23,37.19,0.2168,7,1,0
14.14,101250.3,0.176,30.92,0.65,46.73,10.25,7.98,29.34,0.1731,3,0,0
273.06,98000.0,0.8462,26.7,5.09,94.08,186.04,151.11,26.59,0.8363,4,0,1
9.92,101894.3,0.1799,21.68,1.31,29.54,7.21,4.75,23.43,0.183,4,0,0
20.88,101625.5,0.2744,25.02,2.63,48.65,18.5,13.46,23.53,0.2807,10,0,0
27.85,100885.2,0.3342,21.32,1.87,64.26,20.0,13.64,20.63,0.346,6,1,0
20.98,101186.0,0.2699,23.24,3.91,57.61,12.53,10.65,22.14,0.2895,10,0,0
6.56,101736.5,0.1715,21.28,0.52,27.81,4.65,4.09,20.01,0.1654,7,1,0
24.05,100928.7,0.2939,21.02,1.97,62.75,20.0,11.68,21.69,0.294,10,0,0
3.95,102757.7,0.1032,37.1,0.14,22.58,3.5,2.51,35.51,0.0891,4,0,0
210.5,98910.6,0.7882,28.11,5.8,82.33,133.91,77.75,26.26,0.7818,8,1,1
5.41,102194.5,0.1436,26.02,0.78,27.29,4.04,2.8,24.7,0.1274,4,0,0
138.36,99777.0,0.6747,30.07,3.17,82.42,117.59,72.24,28.36,0.665,8,1,1
17.1,101871.4,0.2349,37.76,1.68,55.92,12.52,10.15,37.51,0.2198,4,0,0
28.96,101278.6,0.3329,23.64,4.6,65.56,19.6,15.0,23.76,0.3214,4,0,0
181.06,99617.8,0.712,22.69,6.92,86.88,129.01,79.56,22.81,0.7289,6,1,1
184.82,99832.2,0.7371,25.44,5.96,82.63,107.25,68.0,27.44,0.7352,8,1,1
102.77,100500.0,0.6,31.38,4.61,75.0,68.17,48.26,32.68,0.5716,10,0,1
266.55,99303.6,0.8511,21.57,5.47,90.44,147.69,101.92,20.14,0.8655,6,1,1
154.05,99955.1,0.7776,20.0,5.4,79.0,93.65,75.93,21.71,0.7985,9,1,1
21.82,100549.9,0.3084,21.8,1.2,61.88,15.27,9.51,23.12,0.3081,4,0,0
26.42,100787.5,0.3494,28.59,3.84,60.95,20.0,15.0,28.57,0.35,8,1,0
1.33,102780.9,0.08,27.96,0.31,22.81,0.96,0.59,28.41,0.0888,3,0,0
29.72,100507.3,0.35,21.8,2.89,69.84,20.0,15.0,22.75,0.3492,5,0,0
330.62,98213.9,0.9063,28.1,6.82,95.67,217.36,157.9,29.77,0.9071,8,1,1
7.01,101775.8,0.1386,32.87,1.21,36.92,4.37,2.88,33.62,0.1305,7,1,0
120.18,99641.0,0.6481,20.34,6.1,77.09,70.22,53.22,19.58,0.6485,7,1,1
7.83,101636.0,0.1462,20.21,0.0,31.11,5.62,3.9,21.26,0.1632,7,1,0
143.83,99920.1,0.6857,33.43,5.06,82.0,121.25,71.67,31.6,0.6634,2,0,1
168.16,99574.5,0.7188,32.9,6.65,81.86,108.82,65.35,30.93,0.7119,8,1,1
232.68,99450.3,0.8337,21.64,4.56,87.86,135.3,83.96,19.92,0.8464,7,1,1
294.16,98476.3,0.8876,21.77,7.77,89.46,162.2,108.78,21.64,0.8806,8,1,1
0.69,101734.4,0.106,37.9,0.42,20.0,0.5,0.44,36.89,0.103,4,0,0
308.61,98431.2,0.9236,26.81,6.99,99.67,187.15,150.03,26.51,0.9305,8,1,1
12.34,101107.7,0.1653,36.3,2.18,37.48,8.39,6.56,37.87,0.172,7,1,0
191.94,99528.5,0.7428,23.7,7.95,85.16,155.25,105.75,24.2,0.7394,8,1,1
11.36,101722.2,0.199,36.76,0.94,46.11,9.72,8.18,35.7,0.182,7,1,0
308.68,98415.4,0.8878,27.33,8.19,86.16,250.0,180.0,27.56,0.9104,7,1,1
254.5,99463.4,0.7793,27.62,9.88,89.06,179.52,109.32,28.14,0.7726,4,0,1
129.27,100176.4,0.6389,31.85,3.71,76.74,103.28,73.83,30.18,0.6496,8,1,1
175.0,99427.3,0.7402,27.58,6.06,79.53,141.99,90.82,27.31,0.7355,6,1,1
24.79,100763.5,0.2982,36.34,4.88,60.33,16.58,14.38,34.61,0.3101,8,1,0
213.55,98932.1,0.7401,24.82,6.13,85.96,166.03,100.76,24.62,0.7127,7,1,1
302.72,98611.5,0.8832,22.63,6.96,97.6,181.65,145.67,21.35,0.8963,10,0,1
179.98,99542.7,0.7234,33.97,5.33,83.82,135.8,83.73,34.44,0.7297,6,1,1
28.62,100955.2,0.311,21.6,3.84,68.08,20.0,15.0,19.62,0.307,7,1,0
87.65,100500.0,0.6058,26.42,3.0,78.97,60.43,43.56,25.07,0.6266,9,1,1
7.21,102060.9,0.1293,36.35,1.09,39.18,5.63,4.49,38.09,0.1395,7,1,0
160.87,99202.2,0.6993,26.69,5.71,85.53,114.28,90.2,25.81,0.7021,10,0,1
185.01,99467.4,0.7284,34.31,3.89,87.99,127.33,93.56,34.35,0.7035,4,0,1
270.04,98204.2,0.8123,21.56,6.37,88.71,217.74,126.79,20.4,0.8038,1,0,1
98.04,100500.0,0.6451,31.62,3.59,82.47,78.86,66.05,30.85,0.641,9,1,1
186.62,100500.0,0.7545,20.0,6.61,90.55,126.3,104.89,20.37,0.7565,8,1,1
336.36,98000.0,0.9087,20.0,10.6,96.49,198.97,136.95,18.43,0.8846,8,1,1
267.12,98472.6,0.8593,25.32,4.75,94.01,200.14,112.83,25.03,0.8707,7,1,1
268.99,99020.7,0.8966,26.4,8.13,97.53,164.39,127.78,24.57,0.9123,9,1,1
91.05,100500.0,0.6209,33.33,3.57,77.39,66.11,54.8,32.01,0.6196,9,1,1
17.43,101100.1,0.2234,21.72,1.38,45.19,11.98,7.14,20.13,0.2271,12,0,0
86.61,100500.0,0.6227,31.48,3.0,75.0,50.22,40.0,29.82,0.6481,12,0,1
114.88,100416.5,0.6225,29.52,3.24,77.22,83.94,59.44,29.43,0.6184,9,1,1
216.45,99237.6,0.7635,32.39,5.79,82.69,124.16,81.87,33.43,0.7766,9,1,1
15.13,102114.9,0.2185,33.28,1.86,51.79,10.17,7.45,32.82,0.2351,8,1,0
108.99,100063.5,0.6101,28.54,4.35,75.0,63.89,43.26,26.99,0.5992,8,1,1
91.27,99494.9,0.6637,31.07,3.51,78.86,51.81,40.0,31.29,0.6889,8,1,1
336.99,98353.0,0.8943,23.75,9.69,96.06,244.21,180.0,22.58,0.8739,7,1,1
0.23,102515.4,0.08,26.08,0.0,20.0,0.14,0.09,28.03,0.0694,4,0,0
26.68,101036.7,0.2981,28.53,3.33,57.75,18.78,10.49,29.94,0.2989,1,0,0
133.8,100166.0,0.6744,30.85,3.18,76.81,85.49,56.93,28.92,0.7011,7,1,1
252.36,98615.9,0.8176,28.44,5.41,87.63,201.58,144.03,29.53,0.8366,8,1,1
24.14,100500.0,0.2823,36.04,2.03,57.94,14.13,7.44,36.58,0.292,11,0,0
102.6,100500.0,0.6094,27.78,4.13,75.0,65.47,42.83,26.33,0.6154,6,1,1
16.8,101466.3,0.2237,23.34,1.46,58.29,11.25,7.15,22.36,0.205,5,0,0
18.07,101612.8,0.2635,28.93,1.96,52.08,13.54,8.69,27.45,0.2512,7,1,0
143.74,99713.4,0.7406,30.94,5.62,76.73,83.96,57.53,30.17,0.7669,4,0,1
2.83,102475.0,0.1139,27.44,0.87,23.22,1.62,1.29,26.0,0.1298,11,0,0
160.13,99100.1,0.6869,33.63,5.42,77.37,116.0,76.41,33.21,0.6883,6,1,1
9.92,101601.7,0.1968,24.89,1.66,32.69,5.48,3.7,24.0,0.1883,8,1,0
19.64,101432.7,0.2445,34.82,2.66,56.48,13.99,7.0,34.35,0.243,1,0,0
27.27,101000.9,0.3089,23.97,1.53,65.23,20.0,15.0,24.15,0.2969,1,0,0
25.07,100500.0,0.2915,20.87,3.63,59.15,16.56,11.57,20.25,0.278,7,1,0
300.42,98005.5,0.8939,31.61,7.94,91.53,186.09,134.31,30.17,0.8742,8,1,1
8.87,102595.9,0.1705,24.06,1.05,38.4,6.35,3.6,24.28,0.1534,1,0,0
159.21,99677.4,0.6597,25.5,4.18,81.09,115.25,88.06,27.26,0.6714,7,1,1
22.12,100968.9,0.2745,33.23,3.19,63.32,15.17,8.37,32.81,0.2631,3,0,0
17.38,101109.7,0.253,19.68,3.68,44.88,14.49,8.32,20.18,0.2482,1,0,0
28.93,100561.9,0.3408,37.54,4.23,68.73,20.0,15.0,38.36,0.3371,2,0,0
114.9,100500.0,0.6563,22.42,3.0,75.55,84.52,68.29,21.28,0.6521,1,0,1
231.1,98865.8,0.8064,28.99,7.16,90.63,152.2,109.24,28.77,0.8342,9,1,1
287.02,98067.7,0.8433,21.39,5.06,98.02,183.92,120.07,21.36,0.8634,7,1,1
9.02,101840.2,0.1752,33.37,2.18,35.01,5.9,4.82,32.66,0.1555,12,0,0
20.48,101060.0,0.2583,25.81,2.34,47.48,17.87,14.91,25.29,0.2622,9,1,0
229.67,99314.1,0.7874,20.39,4.7,91.34,190.28,105.06,19.59,0.7961,6,1,1
283.77,98612.2,0.8829,21.18,9.75,92.91,197.25,161.48,19.55,0.8852,6,1,1
317.71,98267.6,0.8684,32.55,10.0,98.47,224.13,124.21,32.74,0.8668,7,1,1
315.84,98958.0,0.853,34.64,7.64,100.0,208.38,172.21,34.5,0.8374,9,1,1
255.42,99132.1,0.867,28.2,6.36,95.93,148.65,107.16,30.08,0.8649,12,0,1
7.8,102131.5,0.1618,18.91,2.72,34.6,6.74,6.06,20.81,0.1768,8,1,0
4.42,102663.9,0.1306,34.96,0.35,27.38,3.03,1.59,34.85,0.1485,7,1,0
16.18,101398.4,0.2107,35.94,3.83,48.06,14.45,10.71,37.58,0.2004,11,0,0
311.58,98005.3,0.8902,30.25,9.13,96.17,182.88,102.46,32.08,0.8945,8,1,1
216.87,99058.5,0.7786,22.46,5.19,87.65,160.68,121.31,23.95,0.7801,8,1,1
287.26,98733.5,0.896,22.34,7.02,95.04,214.16,163.45,21.52,0.8682,2,0,1
215.66,99175.2,0.7683,23.26,5.28,90.35,133.61,111.87,24.5,0.7476,7,1,1
299.74,98590.8,0.852,26.77,6.48,98.75,175.24,117.75,26.0,0.8764,7,1,1
203.74,99571.9,0.7731,34.8,4.59,79.2,147.51,109.99,33.82,0.7759,12,0,1
19.54,101126.1,0.279,20.74,0.65,58.52,9.78,7.52,18.82,0.2638,5,0,0
270.06,98470.6,0.8343,25.24,8.39,88.63,216.25,138.98,27.19,0.8356,7,1,1
25.69,100719.6,0.2828,36.34,2.94,64.2,15.09,12.73,34.75,0.2854,12,0,0
8.84,101673.2,0.1431,33.06,1.2,29.32,4.64,4.06,34.59,0.1319,6,1,0
1.09,102368.2,0.1252,23.33,0.0,22.2,0.96,0.71,25.27,0.1283,8,1,0
300.71,98776.6,0.868,23.13,6.35,97.73,211.33,154.62,24.54,0.8393,9,1,1
0.17,102520.7,0.08,19.77,0.0,20.0,0.1,0.07,21.27,0.0841,1,0,0
27.55,100500.0,0.3119,30.23,1.36,67.07,20.0,14.62,30.9,0.2978,12,0,0
9.22,101709.8,0.1435,33.09,0.83,42.1,5.04,4.26,33.45,0.1575,3,0,0
27.71,100500.0,0.2985,35.2,4.07,68.67,20.0,12.43,35.39,0.3138,6,1,0
115.24,100500.0,0.6464,32.6,4.75,82.59,73.95,58.66,33.12,0.6553,7,1,1
25.09,101488.9,0.3119,32.73,1.38,57.9,18.3,12.32,32.45,0.3119,5,0,0
82.26,100500.0,0.6,23.72,3.0,82.25,50.0,42.03,25.58,0.603,12,0,1
17.83,101678.6,0.2327,34.95,2.49,52.81,12.59,6.65,35.48,0.2154,8,1,0
222.56,98728.5,0.7371,27.19,8.83,89.2,142.35,115.23,26.3,0.7071,9,1,1
1.08,102723.8,0.0882,33.67,0.3,26.92,0.66,0.4,34.21,0.0933,9,1,0
94.19,100244.5,0.6773,21.01,3.2,75.0,52.65,44.43,21.46,0.6818,8,1,1
321.75,98000.0,0.9444,21.99,5.34,99.29,248.66,180.0,20.78,0.9239,4,0,1
278.14,98763.6,0.8507,22.75,7.03,90.66,233.38,166.83,22.75,0.8609,9,1,1
5.59,102023.2,0.117,22.28,1.34,26.87,4.54,3.11,20.8,0.1275,7,1,0
251.47,98837.4,0.8281,28.34,4.38,93.09,150.25,95.84,29.45,0.8133,6,1,1
162.12,99398.2,0.7281,28.16,5.0,82.83,98.54,66.01,27.78,0.7099,5,0,1
222.05,99144.3,0.7562,32.94,3.0,87.79,123.88,77.35,32.15,0.7802,9,1,1
10.29,101639.7,0.1604,26.16,1.19,32.6,7.6,5.16,25.07,0.1617,9,1,0
264.24,98701.7,0.8342,21.36,8.54,95.06,191.13,133.32,21.89,0.8124,8,1,1
1.65,102227.2,0.095,36.67,0.61,20.6,0.98,0.54,35.94,0.1093,1,0,0
249.67,99029.5,0.799,30.54,7.66,90.45,178.5,118.41,30.9,0.8233,8,1,1
18.85,101254.9,0.2266,32.76,3.19,55.03,9.68,8.66,30.87,0.2302,1,0,0
84.38,100094.8,0.6,22.54,3.35,78.32,50.0,40.0,21.42,0.6271,8,1,1
8.51,101879.7,0.1751,26.93,0.72,28.74,7.21,5.43,24.95,0.1653,11,0,0
24.9,100758.7,0.282,35.27,3.52,57.21,15.83,13.51,36.65,0.2836,12,0,0
23.65,100767.6,0.2963,27.82,2.98,65.53,16.22,8.6,27.53,0.2848,10,0,0
22.95,101076.7,0.2597,31.18,2.83,61.14,16.13,11.66,31.56,0.2695,9,1,0
165.74,100108.7,0.7141,22.93,4.68,77.53,134.56,87.07,21.16,0.6924,8,1,1
18.89,101748.2,0.2429,35.42,1.41,46.55,14.74,12.76,36.34,0.2582,6,1,0
5.03,101844.1,0.1199,19.82,0.21,35.1,2.69,1.9,21.65,0.1082,2,0,0
137.83,99836.1,0.6391,27.06,6.24,79.67,106.94,85.94,26.47,0.6501,8,1,1
10.87,101451.5,0.1699,29.65,1.91,38.25,7.66,5.71,27.81,0.1505,7,1,0
212.74,99385.0,0.7521,27.2,5.71,85.58,124.11,78.62,27.86,0.7563,3,0,1
8.35,102157.1,0.1643,31.08,0.0,35.06,7.12,4.45,32.99,0.1692,5,0,0
28.21,100500.0,0.3252,31.06,3.42,67.59,20.0,13.0,30.6,0.3248,4,0,0
192.89,99277.8,0.8183,29.4,4.9,84.77,135.24,98.6,28.34,0.7922,7,1,1
12.36,102214.1,0.1858,19.84,2.45,37.78,10.18,5.62,18.25,0.2006,1,0,0
16.94,102393.9,0.2498,27.23,1.29,49.66,11.19,9.54,25.3,0.2322,1,0,0
8.64,101298.5,0.1729,29.34,0.23,39.9,4.97,3.75,27.65,0.1625,1,0,0
21.88,100500.0,0.31,24.21,1.06,59.68,15.1,12.03,24.27,0.2939,10,0,0
17.13,101226.5,0.2163,33.65,2.31,46.66,9.34,4.77,35.34,0.2167,8,1,0
166.83,99750.5,0.7302,25.99,3.87,80.72,122.84,103.18,25.61,0.7489,9,1,1
24.84,100893.9,0.3387,24.82,2.11,60.21,13.61,8.74,23.4,0.3574,9,1,0
132.14,99733.8,0.6973,25.97,4.43,78.06,89.48,72.02,26.13,0.7153,8,1,1
27.04,100580.8,0.2924,26.42,4.01,70.0,16.67,11.07,28.08,0.2829,11,0,0
204.26,98959.3,0.7739,32.09,7.05,88.88,158.55,129.97,31.3,0.7784,7,1,1
288.88,98804.2,0.8116,28.39,6.33,94.67,187.67,111.25,29.88,0.8063,2,0,1
311.44,98420.7,0.9243,30.78,5.59,95.42,248.64,180.0,29.58,0.9368,7,1,1
7.77,102435.5,0.1475,34.88,0.6,38.41,5.29,3.96,32.96,0.1289,11,0,0
142.43,100321.7,0.6353,28.13,4.27,83.74,78.48,45.63,28.71,0.6308,7,1,1
286.36,98201.9,0.8855,29.18,8.01,97.88,219.35,166.47,30.02,0.9047,4,0,1
25.53,100754.5,0.3201,25.17,2.34,55.6,20.0,12.2,24.51,0.325,9,1,0
14.91,101360.1,0.2466,21.5,2.89,45.97,11.95,9.89,22.39,0.2579,5,0,0
277.12,98993.4,0.8599,23.77,9.28,88.99,209.91,136.31,23.17,0.873,8,1,1
336.69,98203.4,0.9268,29.82,9.11,95.39,214.11,172.46,29.79,0.9375,7,1,1
18.78,101613.0,0.276,35.82,1.2,55.48,10.83,8.16,33.86,0.2787,9,1,0
1.66,102691.7,0.0995,28.36,1.13,25.91,0.98,0.85,27.72,0.0894,7,1,0
297.33,98000.0,0.8597,22.5,8.18,93.72,237.98,180.0,20.87,0.868,7,1,1
295.0,98934.3,0.8334,26.11,8.27,93.93,170.62,110.27,27.21,0.8269,6,1,1
242.09,98834.9,0.797,32.54,6.21,90.08,187.21,116.76,31.86,0.7765,6,1,1
17.53,101639.2,0.2537,33.85,2.47,47.09,11.41,7.56,35.51,0.243,10,0,0
130.98,100174.1,0.6811,23.9,3.5,80.72,93.15,56.28,24.02,0.6576,3,0,1
24.33,101237.1,0.2768,28.39,2.95,62.53,18.14,13.33,27.43,0.2711,5,0,0
169.42,99540.6,0.7377,23.84,4.4,86.26,138.64,83.07,23.04,0.7363,6,1,1
202.12,99522.2,0.7444,31.52,7.2,85.94,148.98,93.95,30.2,0.7421,9,1,1
188.89,99500.3,0.7591,26.0,3.37,85.9,139.38,77.97,26.16,0.766,9,1,1
6.45,102207.3,0.1253,28.17,0.55,34.45,4.71,3.34,27.95,0.1334,6,1,0
24.12,100664.7,0.3189,27.05,2.84,59.14,12.31,7.07,26.95,0.3179,3,0,0
133.91,99876.2,0.7056,21.08,3.71,79.98,99.72,62.53,22.39,0.7196,3,0,1
2.07,102798.6,0.08,25.72,0.5,22.98,1.25,0.8,25.51,0.072,3,0,0
101.08,100392.2,0.6251,27.73,3.0,80.67,80.84,53.16,28.74,0.6186,4,0,1
27.33,100718.7,0.3335,35.61,3.76,70.0,14.01,9.62,37.22,0.3149,10,0,0
10.25,101905.4,0.1382,27.83,0.81,40.35,8.66,7.1,26.69,0.1454,8,1,0
9.32,102045.3,0.1744,33.35,0.08,42.45,8.18,6.03,31.62,0.1858,3,0,0
23.96,100922.6,0.266,30.71,1.58,66.56,20.0,14.92,30.32,0.2798,3,0,0
15.98,101101.7,0.2385,21.46,0.66,44.19,8.65,4.37,22.31,0.2303,6,1,0
10.81,101522.9,0.2041,19.33,1.5,37.47,5.64,3.76,20.12,0.1993,12,0,0
277.85,99101.6,0.8206,20.0,7.8,95.97,173.96,103.16,19.06,0.8371,2,0,1
17.16,100996.6,0.2299,37.23,1.57,44.64,14.38,12.73,37.01,0.2142,9,1,0
267.56,98487.0,0.8176,25.85,7.74,86.81,157.08,131.7,27.46,0.7953,9,1,1
7.89,102192.5,0.1538,20.38,0.66,29.43,6.25,5.05,18.43,0.1729,4,0,0
252.12,98643.7,0.8408,28.16,7.43,89.49,210.54,168.91,29.05,0.8213,8,1,1
333.94,98000.0,0.883,27.55,7.31,94.37,250.0,180.0,28.59,0.8879,7,1,1
20.23,101730.4,0.2262,20.32,2.21,49.09,12.81,10.95,18.55,0.2318,12,0,0
24.66,101320.7,0.2778,26.85,1.75,62.51,16.16,13.51,25.81,0.276,9,1,0
216.8,99450.9,0.7367,27.01,5.71,84.84,178.4,98.13,28.24,0.7093,9,1,1
134.05,100059.8,0.7159,25.88,3.0,75.2,88.29,73.36,24.1,0.7367,8,1,1
18.26,101070.1,0.2163,35.27,0.98,48.08,15.49,7.87,35.05,0.2056,9,1,0
21.68,101045.0,0.2799,27.29,1.27,60.05,18.23,15.0,25.42,0.2738,2,0,0
321.74,98044.9,0.9318,26.8,6.51,96.83,250.0,180.0,28.21,0.9459,7,1,1
4.99,102271.3,0.1175,19.86,0.62,26.84,3.36,2.5,19.52,0.1054,3,0,0
29.43,100599.4,0.35,32.49,1.84,68.57,20.0,12.11,33.96,0.3475,11,0,0
136.78,99853.9,0.6412,32.62,4.67,75.64,109.73,86.2,31.71,0.6255,3,0,1
113.89,100307.1,0.6742,23.8,3.93,77.14,62.89,49.06,24.45,0.6472,6,1,1
272.66,99239.6,0.8298,25.32,8.26,91.97,163.01,132.57,27.28,0.8267,6,1,1
0.25,102934.9,0.1037,37.06,0.0,24.65,0.17,0.1,37.49,0.1168,3,0,0
201.13,99662.2,0.7015,33.75,6.08,87.07,111.08,87.44,34.27,0.7203,9,1,1
7.63,102317.2,0.1533,37.09,0.84,33.55,5.41,3.63,38.59,0.1455,7,1,0
287.81,98944.2,0.8828,20.59,6.97,89.61,214.58,155.07,18.6,0.8767,9,1,1
334.3,98153.3,0.95,28.89,6.57,97.04,206.39,174.46,27.11,0.9638,7,1,1
253.61,98763.5,0.8225,33.53,9.43,89.22,182.68,131.14,33.71,0.8127,12,0,1
176.51,99851.6,0.748,31.49,4.03,81.31,138.9,96.2,31.22,0.7437,7,1,1
25.53,100798.5,0.3108,19.12,1.53,63.86,19.36,15.0,17.23,0.3162,11,0,0
242.92,98669.5,0.8173,30.11,7.8,86.41,172.54,122.83,30.32,0.8069,7,1,1
15.55,101193.0,0.2362,20.23,0.91,47.7,9.94,8.81,19.43,0.2385,12,0,0
27.08,100500.0,0.3461,34.73,1.11,65.02,20.0,12.62,36.72,0.3263,1,0,0
255.6,98941.8,0.8285,27.36,8.49,90.09,195.78,150.02,25.43,0.8088,6,1,1
327.13,98247.3,0.929,29.93,6.42,99.89,232.91,154.69,31.86,0.9385,6,1,1
322.44,98183.8,0.9147,20.0,9.26,96.89,250.0,176.14,19.87,0.9343,7,1,1
14.17,101803.2,0.2271,27.41,2.28,39.21,12.65,7.09,25.82,0.2226,5,0,0
25.46,101036.9,0.2678,35.69,1.9,64.58,20.0,11.5,37.38,0.248,12,0,0
232.1,98764.5,0.7975,24.63,6.73,85.45,135.75,109.77,24.89,0.7934,8,1,1
106.68,100203.0,0.6172,34.52,3.62,80.36,65.63,45.53,36.17,0.5924,7,1,1
18.27,101011.3,0.2322,22.55,1.53,55.06,9.3,6.92,21.24,0.2123,9,1,0
336.53,98153.6,0.9202,21.9,8.54,100.0,250.0,148.33,21.16,0.9411,9,1,1
25.26,100938.2,0.2747,36.0,3.28,61.62,20.0,15.0,37.87,0.2935,1,0,0
19.7,101444.0,0.2314,23.27,1.57,52.43,11.69,8.57,21.88,0.2267,4,0,0
1.43,102605.0,0.1104,22.02,0.97,29.51,0.8,0.54,20.8,0.1197,11,0,0
25.85,101062.4,0.3165,22.75,4.02,62.77,17.33,11.41,21.79,0.3104,4,0,0
22.43,101164.9,0.3039,34.08,0.79,57.51,12.6,8.37,34.08,0.2902,9,1,0
11.69,102228.1,0.1659,27.28,1.1,45.69,6.67,5.21,28.02,0.1475,9,1,0
18.51,100972.6,0.2475,32.64,3.51,52.88,9.9,6.19,30.69,0.2393,4,0,0
265.07,98834.7,0.8255,22.51,6.33,92.44,168.78,138.62,23.68,0.825,9,1,1
27.0,100500.0,0.3219,18.34,2.48,64.42,20.0,15.0,16.38,0.3284,10,0,0
103.86,100027.3,0.6877,33.66,3.0,84.67,83.85,47.13,32.63,0.6649,1,0,1
19.42,101705.9,0.2421,31.46,2.4,60.31,17.39,10.06,32.14,0.2481,4,0,0
322.51,98742.3,0.9244,22.0,9.97,92.36,224.1,164.17,20.3,0.9513,9,1,1
9.09,102075.8,0.1619,25.51,0.76,35.38,5.21,3.53,23.65,0.1544,4,0,0
94.21,100500.0,0.6259,30.52,5.65,75.0,60.44,47.32,30.42,0.6477,8,1,1
27.92,100653.6,0.3476,26.51,3.6,70.0,20.0,13.73,24.97,0.3656,10,0,0
4.01,102807.8,0.1186,26.88,1.49,28.95,2.37,2.0,26.37,0.1278,8,1,0
102.1,100500.0,0.6152,20.64,3.29,76.12,84.1,47.46,20.44,0.6176,2,0,1
17.14,100873.0,0.2159,32.05,1.86,51.23,10.46,8.06,33.31,0.2246,11,0,0
293.0,98697.3,0.8668,27.32,6.33,97.32,222.16,180.0,28.0,0.8815,9,1,1
227.52,99390.2,0.8156,31.04,5.14,87.58,166.98,97.36,32.14,0.8449,6,1,1
29.34,100500.0,0.3451,18.2,3.49,70.0,20.0,15.0,18.63,0.3331,2,0,0
